"PROBEID","SYMBOL","ENTREZID","GENENAME"
"7907611","RASAL2","9462","RAS protein activator like 2"
"7907633","TEX35","84066","testis expressed 35"
"7907649","C1orf220","400798","chromosome 1 putative open reading frame 220"
"7907655",NA,NA,NA
"7907657","RALGPS2","55103","Ral GEF with PH domain and SH3 binding motif 2"
"7907680","FAM20B","9917","FAM20B glycosaminoglycan xylosylkinase"
"7907690","TOR3A","64222","torsin family 3 member A"
"7907700",NA,NA,NA
"7907702","SOAT1","6646","sterol O-acyltransferase 1"
"7907719","AXDND1","126859","axonemal dynein light chain domain containing 1"
"7907747",NA,NA,NA
"7907749","TDRD5","163589","tudor domain containing 5"
"7907769","FAM163A","148753","family with sequence similarity 163 member A"
"7907773","TOR1AIP1","26092","torsin 1A interacting protein 1"
"7907788",NA,NA,NA
"7907790","CEP350","9857","centrosomal protein 350"
"7907830","QSOX1","5768","quiescin sulfhydryl oxidase 1"
"7907847",NA,NA,NA
"7907849","LHX4","89884","LIM homeobox 4"
"7907859",NA,NA,NA
"7907861","XPR1","9213","xenotropic and polytropic retrovirus receptor 1"
"7907882","KIAA1614","57710","KIAA1614"
"7907893","MR1","3140","major histocompatibility complex, class I-related"
"7907904","IER5","51278","immediate early response 5"
"7907907","LINC01699","100287948","long intergenic non-protein coding RNA 1699"
"7907911","CACNA1E","777","calcium voltage-gated channel subunit alpha1 E"
"7907960",NA,NA,NA
"7907962",NA,NA,NA
"7907964",NA,NA,NA
"7907966",NA,NA,NA
"7907968",NA,NA,NA
"7907970",NA,NA,NA
"7907972","LINC00272","388719","long intergenic non-protein coding RNA 272"
"7907977","RGSL1","353299","regulator of G protein signaling like 1"
"7907986","RGSL1","353299","regulator of G protein signaling like 1"
"7908003","NPL","80896","N-acetylneuraminate pyruvate lyase"
"7908022","DHX9","1660","DExH-box helicase 9"
"7908041","LAMC1","3915","laminin subunit gamma 1"
"7908072","LAMC2","3918","laminin subunit gamma 2"
"7908097","SMG7","9887","SMG7 nonsense mediated mRNA decay factor"
"7908125","RGL1","23179","ral guanine nucleotide dissociation stimulator like 1"
"7908147","TSEN15","116461","tRNA splicing endonuclease subunit 15"
"7908155",NA,NA,NA
"7908157",NA,NA,NA
"7908159",NA,NA,NA
"7908161","C1orf21","81563","chromosome 1 open reading frame 21"
"7908169","RNF2","6045","ring finger protein 2"
"7908178","SWT1","54823","SWT1 RNA endoribonuclease homolog"
"7908204","HMCN1","83872","hemicentin 1"
"7908312","PRG4","10216","proteoglycan 4"
"7908328",NA,NA,NA
"7908330","ODR4","54953","odr-4 GPCR localization factor homolog"
"7908347",NA,NA,NA
"7908351","PLA2G4A","5321","phospholipase A2 group IVA"
"7908371","ERVMER61-1","339476","endogenous retrovirus group MER61 member 1"
"7908376","RGS18","64407","regulator of G protein signaling 18"
"7908382","RGS21","431704","regulator of G protein signaling 21"
"7908388","RGS1","5996","regulator of G protein signaling 1"
"7908397","RGS13","6003","regulator of G protein signaling 13"
"7908407","RPS27A","6233","ribosomal protein S27a"
"7908409","RGS2","5997","regulator of G protein signaling 2"
"7908421","RO60","6738","Ro60, Y RNA binding protein"
"7908437","CDC73","79577","cell division cycle 73"
"7908459","CFH","3075","complement factor H"
"7908481","CFHR3","10878","complement factor H related 3"
"7908488","CFHR1","3078","complement factor H related 1"
"7908492","CFHR4","10877","complement factor H related 4"
"7908496","CFHR2","3080","complement factor H related 2"
"7908499","CFHR5","81494","complement factor H related 5"
"7908508","CRB1","23418","crumbs cell polarity complex component 1"
"7908525","C1orf53","388722","chromosome 1 open reading frame 53"
"7908529","LHX9","56956","LIM homeobox 9"
"7908543","NEK7","140609","NIMA related kinase 7"
"7908553","PTPRC","5788","protein tyrosine phosphatase receptor type C"
"7908591",NA,NA,NA
"7908593",NA,NA,NA
"7908595",NA,NA,NA
"7908597","NR5A2","2494","nuclear receptor subfamily 5 group A member 2"
"7908610",NA,NA,NA
"7908612",NA,NA,NA
"7908614","CAMSAP2","23271","calmodulin regulated spectrin associated protein family member 2"
"7908635",NA,NA,NA
"7908637","GPR25","2848","G protein-coupled receptor 25"
"7908639","INAVA","55765","innate immunity activator"
"7908650","IGFN1","91156","immunoglobulin like and fibronectin type III domain containing 1"
"7908672","PKP1","5317","plakophilin 1"
"7908692","RPS10P7","376693","ribosomal protein S10 pseudogene 7"
"7908694","NAV1","89796","neuron navigator 1"
"7908728",NA,NA,NA
"7908730",NA,NA,NA
"7908732","IPO9","55705","importin 9"
"7908758","SHISA4","149345","shisa family member 4"
"7908766","TIMM17A","10440","translocase of inner mitochondrial membrane 17A"
"7908775",NA,NA,NA
"7908777",NA,NA,NA
"7908779","RNPEP","6051","arginyl aminopeptidase"
"7908793","ELF3","1999","E74 like ETS transcription factor 3"
"7908812","GPR37L1","9283","G protein-coupled receptor 37 like 1"
"7908816","LGR6","59352","leucine rich repeat containing G protein-coupled receptor 6"
"7908839",NA,NA,NA
"7908841","PPP1R12B","4660","protein phosphatase 1 regulatory subunit 12B"
"7908861",NA,NA,NA
"7908863","MGAT4EP","641515","MGAT4 family member E, pseudogene"
"7908867","TMEM183A","92703","transmembrane protein 183A"
"7908879","PPFIA4","8497","PTPRF interacting protein alpha 4"
"7908907","ADORA1","134","adenosine A1 receptor"
"7908917","BTG2","7832","BTG anti-proliferation factor 2"
"7908924","PRELP","5549","proline and arginine rich end leucine rich repeat protein"
"7908931","OPTC","26254","opticin"
"7908940","ATP2B4","493","ATPase plasma membrane Ca2+ transporting 4"
"7908966","LINC00260","84719","long intergenic non-protein coding RNA 260"
"7908968","LAX1","54900","lymphocyte transmembrane adaptor 1"
"7908978","ZBED6","100381270","zinc finger BED-type containing 6"
"7908988","SNRPE","6635","small nuclear ribonucleoprotein polypeptide E"
"7908993","SOX13","9580","SRY-box transcription factor 13"
"7909011","MDM4","4194","MDM4 regulator of p53"
"7909027","NFASC","23114","neurofascin"
"7909064","CNTN2","6900","contactin 2"
"7909088","TMCC2","9911","transmembrane and coiled-coil domain family 2"
"7909102",NA,NA,NA
"7909104","CDK18","5129","cyclin dependent kinase 18"
"7909125",NA,NA,NA
"7909127","MFSD4A","148808","major facilitator superfamily domain containing 4A"
"7909140",NA,NA,NA
"7909142",NA,NA,NA
"7909144","PM20D1-AS1","284581","PM20D1 antisense RNA 1"
"7909146","FAM72B","653820","family with sequence similarity 72 member B"
"7909155","AVPR1B","553","arginine vasopressin receptor 1B"
"7909164","CTSE","1510","cathepsin E"
"7909175","SRGAP2","23380","SLIT-ROBO Rho GTPase activating protein 2"
"7909188","IKBKE","9641","inhibitor of nuclear factor kappa B kinase subunit epsilon"
"7909214","RASSF5","83593","Ras association domain family member 5"
"7909225","DYRK3","8444","dual specificity tyrosine phosphorylation regulated kinase 3"
"7909236","MAPKAPK2","9261","MAPK activated protein kinase 2"
"7909250","IL19","29949","interleukin 19"
"7909261","IL20","50604","interleukin 20"
"7909271","IL24","11009","interleukin 24"
"7909283",NA,NA,NA
"7909285","PFKFB2","5208","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"7909306","C4BPB","725","complement component 4 binding protein beta"
"7909318","C4BPA","722","complement component 4 binding protein alpha"
"7909332","CD55","1604","CD55 molecule (Cromer blood group)"
"7909350","CR2","1380","complement C3d receptor 2"
"7909371","CR1","1378","complement C3b/C4b receptor 1 (Knops blood group)"
"7909390","CR1L","1379","complement C3b/C4b receptor 1 like"
"7909400","CD46","4179","CD46 molecule"
"7909418","LOC148696","148696","uncharacterized LOC148696"
"7909422","MIR205","406988","microRNA 205"
"7909425","CAMK1G","57172","calcium/calmodulin dependent protein kinase IG"
"7909441","G0S2","50486","G0/G1 switch 2"
"7909446","HSD11B1","3290","hydroxysteroid 11-beta dehydrogenase 1"
"7909455","TRAF3IP3","80342","TRAF3 interacting protein 3"
"7909478","UTP25","27042","UTP25 small subunit processome component"
"7909494","SYT14","255928","synaptotagmin 14"
"7909503","SERTAD4","56256","SERTA domain containing 4"
"7909510","HHAT","55733","hedgehog acyltransferase"
"7909525",NA,NA,NA
"7909527",NA,NA,NA
"7909529","RCOR3","55758","REST corepressor 3"
"7909545","TRAF5","7188","TNF receptor associated factor 5"
"7909561","LINC00467","84791","long intergenic non-protein coding RNA 467"
"7909568","DTL","51514","denticleless E3 ubiquitin protein ligase homolog"
"7909586","PPP2R5A","5525","protein phosphatase 2 regulatory subunit B'alpha"
"7909601","SNORA16B","692157","small nucleolar RNA, H/ACA box 16B"
"7909603","NENF","29937","neudesin neurotrophic factor"
"7909610","ATF3","467","activating transcription factor 3"
"7909624","GARIN4","149647","golgi associated RAB2 interactor family member 4"
"7909626",NA,NA,NA
"7909628","FLVCR1","28982","FLVCR choline and heme transporter 1"
"7909642","VASH2","79805","vasohibin 2"
"7909661","RPS6KC1","26750","ribosomal protein S6 kinase C1"
"7909681","PROX1","5629","prospero homeobox 1"
"7909689","SMYD2","56950","SET and MYND domain containing 2"
"7909708","CENPF","1063","centromere protein F"
"7909730","KCNK2","3776","potassium two pore domain channel subfamily K member 2"
"7909745","KCTD3","51133","potassium channel tetramerization domain containing 3"
"7909768","SPATA17","128153","spermatogenesis associated 17"
"7909780",NA,NA,NA
"7909782","RRP15","51018","ribosomal RNA processing 15 homolog"
"7909789","TGFB2","7042","transforming growth factor beta 2"
"7909801","LYPLAL1","127018","lysophospholipase like 1"
"7909811",NA,NA,NA
"7909813",NA,NA,NA
"7909815","IARS2","55699","isoleucyl-tRNA synthetase 2, mitochondrial"
"7909839",NA,NA,NA
"7909841","MARK1","4139","microtubule affinity regulating kinase 1"
"7909862","C1orf115","79762","chromosome 1 open reading frame 115"
"7909866","MTARC2","54996","mitochondrial amidoxime reducing component 2"
"7909877","MTARC1","64757","mitochondrial amidoxime reducing component 1"
"7909888",NA,NA,NA
"7909890","HLX","3142","H2.0 like homeobox"
"7909896",NA,NA,NA
"7909898","MIA3","375056","MIA SH3 domain ER export factor 3"
"7909931","BROX","148362","BRO1 domain and CAAX motif containing"
"7909946","FAM177B","400823","family with sequence similarity 177 member B"
"7909954","DISP1","84976","dispatched RND transporter family member 1"
"7909965","CCDC185","164127","coiled-coil domain containing 185"
"7909967","CAPN2","824","calpain 2"
"7909990","SEPTIN7P13","100287497","septin 7 pseudogene 13"
"7909992","FBXO28","23219","F-box protein 28"
"7909999",NA,NA,NA
"7910001","DEGS1","8560","delta 4-desaturase, sphingolipid 1"
"7910010",NA,NA,NA
"7910012",NA,NA,NA
"7910014","CNIH4","29097","cornichon family AMPA receptor auxiliary protein 4"
"7910022","CNIH3","149111","cornichon family AMPA receptor auxiliary protein 3"
"7910030","DNAH14","127602","dynein axonemal heavy chain 14"
"7910047","DNAH14","127602","dynein axonemal heavy chain 14"
"7910054","DNAH14","127602","dynein axonemal heavy chain 14"
"7910096",NA,NA,NA
"7910099","SRP9","6726","signal recognition particle 9"
"7910111","EPHX1","2052","epoxide hydrolase 1"
"7910124","H3-3A","3020","H3.3 histone A"
"7910134","MIXL1","83881","Mix paired-like homeobox"
"7910138",NA,NA,NA
"7910140",NA,NA,NA
"7910142","STUM","375057","stum, mechanosensory transduction mediator homolog"
"7910146","PSEN2","5664","presenilin 2"
"7910164","COQ8A","56997","coenzyme Q8A"
"7910184","BTF3P9","503543","basic transcription factor 3 pseudogene 9"
"7910186",NA,NA,NA
"7910188",NA,NA,NA
"7910190","ZNF678","339500","zinc finger protein 678"
"7910198","ZNF678","339500","zinc finger protein 678"
"7910200","SNAP47","116841","synaptosome associated protein 47"
"7910211","PRSS38","339501","serine protease 38"
"7910217","WNT3A","89780","Wnt family member 3A"
"7910229","ARF1","375","ADP ribosylation factor 1"
"7910241","GUK1","2987","guanylate kinase 1"
"7910257","GJC2","57165","gap junction protein gamma 2"
"7910261","IBA57","200205","iron-sulfur cluster assembly factor IBA57"
"7910265","OBSCN","84033","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
"7910369","H2BC26","128312","H2B clustered histone 26"
"7910372","RNF187","149603","ring finger protein 187"
"7910377",NA,NA,NA
"7910379","DUSP5P1","574029","dual specificity phosphatase 5 pseudogene 1"
"7910381","DUSP5P1","574029","dual specificity phosphatase 5 pseudogene 1"
"7910383",NA,NA,NA
"7910385",NA,NA,NA
"7910387","RHOU","58480","ras homolog family member U"
"7910396","TMEM78","677790","transmembrane protein 78"
"7910398","RAB4A","5867","RAB4A, member RAS oncogene family"
"7910414",NA,NA,NA
"7910416","URB2","9816","URB2 ribosome biogenesis homolog"
"7910427","GALNT2","2590","polypeptide N-acetylgalactosaminyltransferase 2"
"7910446","COG2","22796","component of oligomeric golgi complex 2"
"7910466","CAPN9","10753","calpain 9"
"7910490",NA,NA,NA
"7910492",NA,NA,NA
"7910494","ARV1","64801","ARV1 homolog, fatty acid homeostasis modulator"
"7910503","TRIM67","440730","tripartite motif containing 67"
"7910520","GNPAT","8443","glyceronephosphate O-acyltransferase"
"7910539","SPRTN","83932","SprT-like N-terminal domain"
"7910550","TSNAX","7257","translin associated factor X"
"7910559","DISC1","27185","DISC1 scaffold protein"
"7910583",NA,NA,NA
"7910585",NA,NA,NA
"7910587",NA,NA,NA
"7910589","MAP10","54627","microtubule associated protein 10"
"7910591","NTPCR","84284","nucleoside-triphosphatase, cancer-related"
"7910600","MAP3K21","84451","mitogen-activated protein kinase kinase kinase 21"
"7910611","KCNK1","3775","potassium two pore domain channel subfamily K member 1"
"7910618","SLC35F3","148641","solute carrier family 35 member F3"
"7910630","COA6","388753","cytochrome c oxidase assembly factor 6"
"7910634",NA,NA,NA
"7910636",NA,NA,NA
"7910638",NA,NA,NA
"7910640","GGPS1","9453","geranylgeranyl diphosphate synthase 1"
"7910651","TBCE","6905","tubulin folding cofactor E"
"7910672",NA,NA,NA
"7910674",NA,NA,NA
"7910676",NA,NA,NA
"7910680","GPR137B","7107","G protein-coupled receptor 137B"
"7910692",NA,NA,NA
"7910694","EDARADD","128178","EDAR associated via death domain"
"7910706","LGALS8","3964","galectin 8"
"7910727","ACTN2","88","actinin alpha 2"
"7910752","MTR","4548","5-methyltetrahydrofolate-homocysteine methyltransferase"
"7910790",NA,NA,NA
"7910792","RYR2","6262","ryanodine receptor 2"
"7910897",NA,NA,NA
"7910899",NA,NA,NA
"7910901","LOC100130331","100130331","POTE ankyrin domain family, member F pseudogene"
"7910903",NA,NA,NA
"7910905",NA,NA,NA
"7910907",NA,NA,NA
"7910909",NA,NA,NA
"7910911",NA,NA,NA
"7910913",NA,NA,NA
"7910915","CHRM3","1131","cholinergic receptor muscarinic 3"
"7910923","FMN2","56776","formin 2"
"7910944",NA,NA,NA
"7910946",NA,NA,NA
"7910948",NA,NA,NA
"7910950","KMO","8564","kynurenine 3-monooxygenase"
"7910971","WDR64","128025","WD repeat domain 64"
"7910997","EXO1","9156","exonuclease 1"
"7911017","SDCCAG8","10806","SHH signaling and ciliogenesis regulator SDCCAG8"
"7911038","ZBTB18","10472","zinc finger and BTB domain containing 18"
"7911045","LOC440742","440742","uncharacterized LOC440742"
"7911047",NA,NA,NA
"7911049","SPMIP3","200159","sperm microtubule inner protein 3"
"7911056","CATSPERE","257044","catsper channel auxiliary subunit epsilon"
"7911078","DESI2","51029","desumoylating isopeptidase 2"
"7911085","COX20","116228","cytochrome c oxidase assembly factor COX20"
"7911092",NA,NA,NA
"7911094",NA,NA,NA
"7911096","EFCAB2","84288","EF-hand calcium binding domain 2"
"7911108",NA,NA,NA
"7911110",NA,NA,NA
"7911112","EFCAB2","84288","EF-hand calcium binding domain 2"
"7911114","KIF26B","55083","kinesin family member 26B"
"7911136",NA,NA,NA
"7911138","CNST","163882","consortin, connexin sorting protein"
"7911155","SCCPDH","51097","saccharopine dehydrogenase (putative)"
"7911170","LINC01341","149134","long intergenic non-protein coding RNA 1341"
"7911174","VN1R5","317705","vomeronasal 1 receptor 5 (gene/pseudogene)"
"7911176",NA,NA,NA
"7911178","NLRP3","114548","NLR family pyrin domain containing 3"
"7911197","OR2W5P","441932","olfactory receptor family 2 subfamily W member 5 pseudogene"
"7911199","GCSAML","148823","germinal center associated signaling and motility like"
"7911207","OR2G2","81470","olfactory receptor family 2 subfamily G member 2"
"7911209","OR2G3","81469","olfactory receptor family 2 subfamily G member 3"
"7911211",NA,NA,NA
"7911213",NA,NA,NA
"7911215","OR9H1P","81439","olfactory receptor family 9 subfamily H member 1 pseudogene"
"7911218","OR2W3","343171","olfactory receptor family 2 subfamily W member 3"
"7911229","OR2W3","343171","olfactory receptor family 2 subfamily W member 3"
"7911231","OR2W3","343171","olfactory receptor family 2 subfamily W member 3"
"7911233","OR2T8","343172","olfactory receptor family 2 subfamily T member 8"
"7911235",NA,NA,NA
"7911237","OR2L13","284521","olfactory receptor family 2 subfamily L member 13"
"7911241","OR2L8","391190","olfactory receptor family 2 subfamily L member 8"
"7911243","OR2AK2","391191","olfactory receptor family 2 subfamily AK member 2"
"7911248","OR2L5","81466","olfactory receptor family 2 subfamily L member 5"
"7911252","OR2L2","26246","olfactory receptor family 2 subfamily L member 2"
"7911258","OR2L3","391192","olfactory receptor family 2 subfamily L member 3"
"7911260","OR2M1P","388762","olfactory receptor family 2 subfamily M member 1 pseudogene"
"7911263","OR2M5","127059","olfactory receptor family 2 subfamily M member 5"
"7911265","OR2M2","391194","olfactory receptor family 2 subfamily M member 2"
"7911267","OR2M3","127062","olfactory receptor family 2 subfamily M member 3"
"7911269","OR2M4","26245","olfactory receptor family 2 subfamily M member 4"
"7911271","OR14C36","127066","olfactory receptor family 14 subfamily C member 36"
"7911273","OR2T4","127074","olfactory receptor family 2 subfamily T member 4"
"7911276","OR2T6","254879","olfactory receptor family 2 subfamily T member 6"
"7911278","OR2T1","26696","olfactory receptor family 2 subfamily T member 1"
"7911281","OR2T2","401992","olfactory receptor family 2 subfamily T member 2"
"7911283","OR2T3","343173","olfactory receptor family 2 subfamily T member 3"
"7911285","OR2T5","401993","olfactory receptor family 2 subfamily T member 5"
"7911287","OR2G6","391211","olfactory receptor family 2 subfamily G member 6"
"7911289","ZNF672","79894","zinc finger protein 672"
"7911301","PGBD2","267002","piggyBac transposable element derived 2"
"7911307","RPL23A","6147","ribosomal protein L23a"
"7911309","WASH3P","374666","WASP family homolog 3, pseudogene"
"7911323","FAM138A","645520","family with sequence similarity 138 member A"
"7911329","PCMTD2","55251","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2"
"7911331",NA,NA,NA
"7911333","RPL23A","6147","ribosomal protein L23a"
"7911335",NA,NA,NA
"7911337",NA,NA,NA
"7911339",NA,NA,NA
"7911341",NA,NA,NA
"7911343",NA,NA,NA
"7911345","OR4F29","729759","olfactory receptor family 4 subfamily F member 29"
"7911347","PCMTD2","55251","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2"
"7911349",NA,NA,NA
"7911351","LINC00115","79854","long intergenic non-protein coding RNA 115"
"7911355",NA,NA,NA
"7911359","NOC2L","26155","NOC2 like nucleolar associated transcriptional repressor"
"7911371","PERM1","84808","PPARGC1 and ESRR induced regulator, muscle 1"
"7911376","HES4","57801","hes family bHLH transcription factor 4"
"7911383","C1orf159","54991","chromosome 1 open reading frame 159"
"7911403","TNFRSF18","8784","TNF receptor superfamily member 18"
"7911413","TNFRSF4","7293","TNF receptor superfamily member 4"
"7911422","SDF4","51150","stromal cell derived factor 4"
"7911435","C1QTNF12","388581","C1q and TNF related 12"
"7911444","UBE2J2","118424","ubiquitin conjugating enzyme E2 J2"
"7911458","ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"7911486","INTS11","54973","integrator complex subunit 11"
"7911506","DVL1","1855","dishevelled segment polarity protein 1"
"7911529","MXRA8","54587","matrix remodeling associated 8"
"7911532","AURKAIP1","54998","aurora kinase A interacting protein 1"
"7911539","CCNL2","81669","cyclin L2"
"7911559","MRPL20","55052","mitochondrial ribosomal protein L20"
"7911566","MRPL20","55052","mitochondrial ribosomal protein L20"
"7911568","SSU72","29101","SSU72 homolog, RNA polymerase II CTD phosphatase"
"7911578","CDK11A","728642","cyclin dependent kinase 11A"
"7911591","SLC35E2B","728661","solute carrier family 35 member E2B"
"7911600","NADK","65220","NAD kinase"
"7911619","GNB1","2782","G protein subunit beta 1"
"7911634","TMEM52","339456","transmembrane protein 52"
"7911643","CFAP74","85452","cilia and flagella associated protein 74"
"7911657","CFAP74","85452","cilia and flagella associated protein 74"
"7911659","CFAP74","85452","cilia and flagella associated protein 74"
"7911676",NA,NA,NA
"7911681","PRKCZ-AS1","100506504","PRKCZ antisense RNA 1"
"7911683","FAAP20","199990","FA core complex associated protein 20"
"7911699",NA,NA,NA
"7911701","MORN1","79906","MORN repeat containing 1"
"7911718","LOC100129534","100129534","small nuclear ribonucleoprotein polypeptide N pseudogene"
"7911720","PEX10","5192","peroxisomal biogenesis factor 10"
"7911730","PANK4","55229","pantothenate kinase 4 (inactive)"
"7911750","HES5","388585","hes family bHLH transcription factor 5"
"7911754","TNFRSF14","8764","TNF receptor superfamily member 14"
"7911767","MMEL1","79258","membrane metalloendopeptidase like 1"
"7911793","PRDM16-DT","440556","PRDM16 divergent transcript"
"7911796","PRDM16-DT","440556","PRDM16 divergent transcript"
"7911799","MEGF6","1953","multiple EGF like domains 6"
"7911839","WRAP73","49856","WD repeat containing, antisense to TP73"
"7911854","GFOD3P","57212","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene"
"7911862","LRRC47","57470","leucine rich repeat containing 47"
"7911870","CEP104","9731","centrosomal protein 104"
"7911897","C1orf174","339448","chromosome 1 open reading frame 174"
"7911902","NPHP4","261734","nephrocystin 4"
"7911941","CHD5","26038","chromodomain helicase DNA binding protein 5"
"7911989","RPL22","6146","ribosomal protein L22"
"7911993","ICMT","23463","isoprenylcysteine carboxyl methyltransferase"
"7912004","GPR153","387509","G protein-coupled receptor 153"
"7912012","ACOT7","11332","acyl-CoA thioesterase 7"
"7912031","HES2","54626","hes family bHLH transcription factor 2"
"7912040","TNFRSF25","8718","TNF receptor superfamily member 25"
"7912056","TNFRSF25","8718","TNF receptor superfamily member 25"
"7912086","NOL9","79707","nucleolar protein 9"
"7912102","KLHL21","9903","kelch like family member 21"
"7912112","DNAJC11","55735","DnaJ heat shock protein family (Hsp40) member C11"
"7912133",NA,NA,NA
"7912136","UTS2","10911","urotensin 2"
"7912145","TNFRSF9","3604","TNF receptor superfamily member 9"
"7912155",NA,NA,NA
"7912157","ERRFI1","54206","ERBB receptor feedback inhibitor 1"
"7912162",NA,NA,NA
"7912164",NA,NA,NA
"7912166","RERE","473","arginine-glutamic acid dipeptide repeats"
"7912194",NA,NA,NA
"7912196",NA,NA,NA
"7912198","ENO1","2023","enolase 1"
"7912207",NA,NA,NA
"7912209",NA,NA,NA
"7912211","SLC2A7","155184","solute carrier family 2 member 7"
"7912224","SLC2A5","6518","solute carrier family 2 member 5"
"7912239","GPR157","80045","G protein-coupled receptor 157"
"7912248","MIR34A","407040","microRNA 34a"
"7912250","MIR34AHG","106614088","MIR34A host gene"
"7912252",NA,NA,NA
"7912254","PIK3CD-AS1","644997","PIK3CD antisense RNA 1"
"7912257","CLSTN1","22883","calsyntenin 1"
"7912280",NA,NA,NA
"7912283","CTNNBIP1","56998","catenin beta interacting protein 1"
"7912292","LZIC","84328","leucine zipper and CTNNBIP1 domain containing"
"7912303","DFFA","1676","DNA fragmentation factor subunit alpha"
"7912316","CASZ1","54897","castor zinc finger 1"
"7912343","CASZ1","54897","castor zinc finger 1"
"7912347","CASZ1","54897","castor zinc finger 1"
"7912349","C1orf127","148345","chromosome 1 open reading frame 127"
"7912361","MASP2","10747","MBL associated serine protease 2"
"7912374","SRM","6723","spermidine synthase"
"7912385","EXOSC10","5394","exosome component 10"
"7912412","MTOR","2475","mechanistic target of rapamycin kinase"
"7912473","FBXO2","26232","F-box protein 2"
"7912481","MAD2L2","10459","mitotic arrest deficient 2 like 2"
"7912496","MTHFR","4524","methylenetetrahydrofolate reductase"
"7912511","KIAA2013","90231","KIAA2013"
"7912515","NPPA","4878","natriuretic peptide A"
"7912520","NPPB","4879","natriuretic peptide B"
"7912525",NA,NA,NA
"7912527",NA,NA,NA
"7912529",NA,NA,NA
"7912531",NA,NA,NA
"7912535",NA,NA,NA
"7912537","DHRS3","9249","dehydrogenase/reductase 3"
"7912547","PRAMEF8","391002","PRAME family member 8"
"7912552","HNRNPCL1","343069","heterogeneous nuclear ribonucleoprotein C like 1"
"7912555","PRAMEF4","400735","PRAME family member 4"
"7912561","PRAMEF10","343071","PRAME family member 10"
"7912567","PRAMEF8","391002","PRAME family member 8"
"7912575","PRAMEF8","391002","PRAME family member 8"
"7912580","HNRNPCL2","440563","heterogeneous nuclear ribonucleoprotein C like 2"
"7912582","PRAMEF8","391002","PRAME family member 8"
"7912585","PRAMEF22","653606","PRAME family member 22"
"7912589",NA,NA,NA
"7912591","PRAMEF8","391002","PRAME family member 8"
"7912595","PRAMEF14","729528","PRAME family member 14"
"7912601","PRAMEF19","645414","PRAME family member 19"
"7912606","PRAMEF8","391002","PRAME family member 8"
"7912610","PRAMEF14","729528","PRAME family member 14"
"7912617","PRAMEF19","645414","PRAME family member 19"
"7912622","LRRC38","126755","leucine rich repeat containing 38"
"7912625",NA,NA,NA
"7912627",NA,NA,NA
"7912629","TMEM51-AS1","200197","TMEM51 antisense RNA 1"
"7912638","TMEM51-AS1","200197","TMEM51 antisense RNA 1"
"7912646","CASP9","842","caspase 9"
"7912659","AGMAT","79814","agmatinase"
"7912670","UQCRHL","440567","ubiquinol-cytochrome c reductase hinge protein like"
"7912672","SPEN-AS1","729614","SPEN antisense RNA 1"
"7912675","ZBTB17","7709","zinc finger and BTB domain containing 17"
"7912692","HSPB7","27129","heat shock protein family B (small) member 7"
"7912701","FAM131C","348487","family with sequence similarity 131 member C"
"7912706","EPHA2","1969","EPH receptor A2"
"7912724","ARHGEF19","128272","Rho guanine nucleotide exchange factor 19"
"7912743","CPLANE2","79363","ciliogenesis and planar polarity effector complex subunit 2"
"7912750","FBXO42","54455","F-box protein 42"
"7912762",NA,NA,NA
"7912764","SPATA21","374955","spermatogenesis associated 21"
"7912784","CROCCP3","114819","CROCC pseudogene 3"
"7912800","RNVU1-18","26863","RNA, variant U1 small nuclear 18"
"7912802","LOC440570","440570","uncharacterized LOC440570"
"7912804","LOC440570","440570","uncharacterized LOC440570"
"7912806",NA,NA,NA
"7912808","NBPF9","400818","NBPF member 9"
"7912839","CROCCP2","84809","CROCC pseudogene 2"
"7912850","RNVU1-18","26863","RNA, variant U1 small nuclear 18"
"7912852","EIF1AX","1964","eukaryotic translation initiation factor 1A X-linked"
"7912854","ESPNP","284729","espin pseudogene"
"7912861","LINC01145","103091866","long intergenic non-protein coding RNA 1145"
"7912863","MST1L","11223","macrophage stimulating 1 like (pseudogene)"
"7912882",NA,NA,NA
"7912884",NA,NA,NA
"7912887","MFAP2","4237","microfibril associated protein 2"
"7912898","ATP13A2","23400","ATPase cation transporting 13A2"
"7912928","SDHB","6390","succinate dehydrogenase complex iron sulfur subunit B"
"7912937","PADI2","11240","peptidyl arginine deiminase 2"
"7912956","RCC2","55920","regulator of chromosome condensation 2"
"7912968","TAS1R2","80834","taste 1 receptor member 2"
"7912975","ALDH4A1","8659","aldehyde dehydrogenase 4 family member A1"
"7912994","IFFO2","126917","intermediate filament family orphan 2"
"7913001","UBR4","23352","ubiquitin protein ligase E3 component n-recognin 4"
"7913110","EMC1","23065","ER membrane protein complex subunit 1"
"7913138","AKR7L","246181","aldo-keto reductase family 7 like (gene/pseudogene)"
"7913146","AKR7A3","22977","aldo-keto reductase family 7 member A3"
"7913154","LOC100506730","100506730","uncharacterized LOC100506730"
"7913156","AKR7A2","8574","aldo-keto reductase family 7 member A2"
